time,CPU_usage,MEM_usage,Net_rx,Net_tx
0.0,0.9856730290456431,407.568384,95.942,105.097
0.5,1.048894348894349,407.457792,96.028,105.241
1.0,13.061890728476822,407.478272,96.028,105.241
1.5,1.3194262159934047,407.486464,96.114,105.385
2.0,0.5287518549051937,407.486464,96.114,105.385
2.5,5.213328979591836,407.49056,96.114,105.385
3.0,0.9945210918114145,407.49056,96.2,105.529
3.5,1.459063478977741,407.494656,96.2,105.529
4.0,0.9561488833746898,407.494656,96.2,105.529
4.5,3.1112950819672136,407.494656,96.286,105.673
5.0,1.1615822368421052,407.494656,96.286,105.673
5.5,1.0113029315960913,407.494656,96.286,105.673
6.0,3.415242718446602,407.629824,96.372,105.817
6.5,0.6401876543209877,407.629824,96.372,105.817
7.0,1.2104563106796116,407.498752,96.372,105.817
7.5,1.1803246753246754,407.498752,96.458,105.961
8.0,1.3083656776263033,407.502848,96.458,105.961
8.5,1.5031788079470199,407.502848,96.458,105.961
9.0,0.8654497959183673,407.502848,96.544,106.105
9.5,1.165965601965602,407.502848,96.544,106.105
10.0,1.3905853256389118,407.502848,96.544,106.105
10.5,1.0071428571428571,407.502848,96.63,106.249
11.0,1.604846216436127,407.502848,96.63,106.249
11.5,0.8461515892420537,407.502848,96.63,106.249
12.0,1.2855734439834023,407.638016,96.716,106.393
12.5,1.1030142180094786,407.638016,96.716,106.393
13.0,1.105753694581281,407.638016,96.716,106.393
13.5,3.276618657937807,407.638016,96.802,106.537
14.0,0.7715625,407.638016,96.802,106.537
14.5,1.217274834437086,407.638016,96.802,106.537
15.0,1.3030846905537459,407.638016,96.888,106.681
15.5,2.8008414133114217,407.642112,96.888,106.681
16.0,1.0844826446280993,407.51104,96.888,106.681
16.5,0.8919737704918033,407.51104,96.974,106.825
17.0,12.756959604286891,407.642112,96.974,106.825
17.5,1.6085436573311367,407.769088,96.974,106.825
18.0,1.2272058823529413,407.523328,97.06,106.969
18.5,1.2720192771084338,407.523328,97.06,106.969
19.0,0.7732960893854749,407.523328,97.06,106.969
19.5,0.7046754098360656,407.523328,97.146,107.113
20.0,1.0143808738664468,407.523328,97.146,107.113
20.5,1.2462019543973941,407.523328,97.146,107.113
21.0,1.017029702970297,407.523328,97.232,107.257
21.5,0.9250981038746908,407.523328,97.232,107.257
22.0,1.6247489779231397,407.523328,97.232,107.257
22.5,1.0918669833729218,407.523328,97.318,107.401
23.0,1.0445858421480878,407.658496,97.318,107.401
23.5,1.1799101123595506,407.527424,97.318,107.479
24.0,0.9725760781122864,407.527424,97.404,107.545
24.5,1.356603462489695,407.527424,97.404,107.545
25.0,0.8505084745762712,407.527424,97.49,107.689
25.5,1.091293548387097,407.527424,97.49,107.689
26.0,1.1190146818923328,407.527424,97.49,107.689
26.5,2.552509803921569,407.53152,97.576,107.833
27.0,0.9683289473684211,407.53152,97.576,107.833
27.5,1.0068786885245902,407.53152,97.576,107.833
28.0,2.981680129240711,407.535616,97.662,107.977
28.5,0.9975557390586292,407.535616,97.662,107.977
29.0,1.1485572959604287,407.535616,97.662,107.977
29.5,1.111805441055235,407.535616,97.748,108.121
30.0,0.9974512987012987,407.535616,97.748,108.121
30.5,1.5973725490196078,407.539712,97.748,108.121
31.0,0.892854368932039,407.539712,97.834,108.265
31.5,1.5814376528117362,407.543808,97.834,108.265
32.0,1.0815493183640736,407.539712,97.834,108.265
32.5,1.0701033925686592,407.539712,97.92,108.409
33.0,1.4146688578471651,407.539712,97.92,108.409
33.5,0.7949607843137256,407.539712,97.92,108.409
34.0,1.2415172413793103,407.543808,98.006,108.553
34.5,1.0808819157720893,407.543808,98.006,108.553
35.0,1.0184236453201971,407.543808,98.006,108.553
35.5,0.9864987654320989,407.543808,98.092,108.697
